Store,Date,Item,Price,UnitType,Units
testing,9/19/2019,Activia Yogurt - 10 AIR MILES® Bonus Miles,$9.99,count,3
testing,9/19/2019,BECEL Margarine,$3.99,count,1
testing,9/19/2019,BREYERS Creamery Style Ice Cream,$4.99,count,1
testing,9/19/2019,COMPLIMENTS Greek Yogurt,$5.00,count,2
testing,9/19/2019,COMPLIMENTS Processed Cheese Slices,$3.99,count,1
testing,9/19/2019,COMPLIMENTS Salted Butter,$3.99,count,1
testing,9/19/2019,DANONE Oikos Greek Yogurt*,$9.99,count,3
testing,9/19/2019,IÖGO Yogurt,$5.00,count,2
testing,9/19/2019,LIBERTÉ Méditerranée Yogurt,$5.49,count,1
testing,9/19/2019,NATREL Fine-Filtered Milk,$4.44,count,1
testing,9/19/2019,OLYMPIC Krema Yogurt*,$7.00,count,2
testing,9/19/2019,SEALTEST Chocolate Milk,$3.99,count,1
testing,9/19/2019,SIMPLY Almond,$4.49,count,1
testing,9/19/2019,ALLEN'S Cleaning Vinegar,$2.99,count,1
testing,9/19/2019,BOUNTY Paper Towel,$19.99,count,1
testing,9/19/2019,COMPLIMENTS Bathroom Tissue Club Pack,$17.99,count,1
testing,9/19/2019,COMPLIMENTS Freezer Bags,$5.00,count,2
testing,9/19/2019,ENERGIZER Batteries,$3.99,count,1
testing,9/19/2019,GAIN Laundry Detergent - 5 AIR MILES® Bonus Miles,$3.97,count,1
testing,9/19/2019,GRACIOUS LIVING Waist Fitter Laundry Basket,$6.88,count,1
testing,9/19/2019,Kalanchoe,$8.99,count,1
testing,9/19/2019,LAVAZZA Espresso,$5.99,count,1
testing,9/19/2019,LYSOL Disinfecting Wipes,$5.00,count,2
testing,9/19/2019,PLEDGE Surface Cleaner,$5.99,count,1
testing,9/19/2019,ROYALE Bathroom Tissue - 20 AIR MILES® BONUS MILES,$5.99,count,1
testing,9/19/2019,SIMILAC Non-GMO Powders,$39.99,count,1
testing,9/19/2019,SPONGETOWELS Econo Paper Towels,$2.00,count,1
testing,9/19/2019,Succulents,$8.99,count,1
testing,9/19/2019,TIDE Laundry Detergent,$19.99,count,1
testing,9/19/2019,ARMSTRONG Cheese Snacks - 10 AIR MILES® Bonus Miles,$4.49,count,1
testing,9/19/2019,Activia Yogurt - 10 AIR MILES® Bonus Miles,$9.99,count,3
testing,9/19/2019,COMPLIMENTS BALANCE Instant Oatmeal,$6.00,count,2
testing,9/19/2019,Boulangerie Grissol Melba Toast - 10 AIR MILES® Bonus Miles,$5.00,count,2
testing,9/19/2019,"COCA-COLA, BARQ'S or A&W Specialty Sodas - 20 AIR MILES® Bonus Miles",$4.99,count,1
testing,9/19/2019,COMPLIMENTS Canola Oil - 5 AIR MILES® Bonus Miles,$3.49,count,1
testing,9/19/2019,CONTOUR Next Test Strips - 100 AIR MILES® Bonus Miles,$79.99,count,1
testing,9/19/2019,Children's ADVIL Tablets - 10 AIR MILES® Bonus Miles,$7.99,count,1
testing,9/19/2019,DARE Bear Paws- 10 AIR MILES® Bonus Miles,$4.99,count,1
testing,9/19/2019,DARE Cookies - 10 AIR MILES® Bonus Miles,$5.00,count,2
testing,9/19/2019,DARE Crackers - 10 AIR MILES® Bonus Miles,$5.00,count,2
testing,9/19/2019,DEMPSTER'S Tortillas - 10 AIR MILES® Bonus Miles,$3.99,count,1
testing,9/19/2019,DEPEND or POISE Products - 20 AIR MILES® Bonus Miles,$15.99,count,1
testing,9/19/2019,"Dinner Includes: • A fully cooked, fresh, never frozen, grain-fed Turkey 4 kg • Whole Cranberry Chutney 500 mL • Traditional Gravy 500 mL • Four In-Store Roasted Fall Vegetable Side Dishes 340-454 g over 5 varieties to choose from",$99.99,count,1
testing,9/19/2019,ENFAMIL A+ Ready to Feed Formula - 10 AIR MILES® Bonus Miles,$49.99,count,1
testing,9/19/2019,EVIAN Spring Water - 20 AIR MILES® Bonus Miles,$6.49,count,1
testing,9/19/2019,GAIN Laundry Detergent - 5 AIR MILES® Bonus Miles,$3.97,count,1
testing,9/19/2019,HERBAL ESSENCES Hair Care - 30 AIR MILES® Bonus Miles,$2.49,count,1
testing,9/19/2019,HUGGIES Big Pack Pull-Ups - 25 AIR MILES® Bonus Miles,$22.99,count,1
testing,9/19/2019,KELLOGG'S Cereal - 75 AIR MILES® Bonus Miles,$3.99,count,1
testing,9/19/2019,Kitchen Prepared Meatloaf - 15 AIR MILES® Bonus Miles,$12.99            ea,count,1
testing,9/19/2019,MINUTE MAID 100% Juice - 5 AIR MILES® Bonus Miles,$3.49,count,1
testing,9/19/2019,Mini Croissants - 10 AIR MILES® Bonus Miles,$3.29,count,1
testing,9/19/2019,NICORETTE Gum - 15 AIR MILES® Bonus Miles,$14.99,count,1
testing,9/19/2019,Naturegg Simply Egg Whites - 6 AIR MILES® Bonus Miles,$3.79,count,1
testing,9/19/2019,PILLSBURY Pizza Pops - 20 AIR MILES® Bonus Miles,$5.00,count,2
testing,9/19/2019,ROYALE Bathroom Tissue - 20 AIR MILES® BONUS MILES,$5.99,count,1
testing,9/19/2019,SENSATIONS BY COMPLIMENTS Balsamic Vinegar of Modena -10 AIR MILES® Bonus Miles,$8.99,count,1
testing,9/19/2019,STEFANO Pasta or Pizza Sauce - 10 AIR MILES® Bonus Miles,STARTING AT $5.99,count,1
testing,9/19/2019,SWANSON Pot Pies - 10 AIR MILES® Bonus Miles,$4.00,count,2
testing,9/19/2019,TYLENOL or MOTRIN Pain Relief Products - 15 AIR MILES® Bonus Miles,$9.99,count,1
testing,9/19/2019,VACHON Snack Cakes - 10 AIR MILES® Bonus Miles,$5.00,count,2
testing,9/19/2019,AQUA STAR Basa Fillets,$8.99,count,1
testing,9/19/2019,Fresh Pacific Snapper Fillets,$8.99,lb,1
testing,9/19/2019,HIGH LINER Wild Pacific Salmon or Cod Fillets,$6.99,count,1
testing,9/19/2019,MATLAW'S Stuffed Scallops,$4.99,count,1
testing,9/19/2019,Prepared In-Store Crab Stuffed Mushroom Caps,$8.99,lb,1
testing,9/19/2019,TOPPITS Jumbo Cooked Shrimp,$8.99,count,1
testing,9/19/2019,TRUE NORTH Atlantic Salmon Cakes,$2.99,count,1
testing,9/19/2019,WATERVIEW MARKET Shrimp,$8.99,count,1
testing,9/19/2019,Wild Sockeye Salmon Fillets,$3.49,count,1
testing,9/19/2019,COMPLIMENTS Fresh Pastas,$2.99,count,1
testing,9/19/2019,"Dinner Includes: • A fully cooked, fresh, never frozen, grain-fed Turkey 4 kg • Whole Cranberry Chutney 500 mL • Traditional Gravy 500 mL • Four In-Store Roasted Fall Vegetable Side Dishes 340-454 g over 5 varieties to choose from",$99.99,count,1
testing,9/19/2019,FONTAINE SANTÉ Topped Hummus,$3.99,count,1
testing,9/19/2019,Kitchen Prepared Meatloaf - 15 AIR MILES® Bonus Miles,$12.99            ea,count,1
testing,9/19/2019,OLYMEL Sliced Deli Meat,$5.99            ea,count,1
testing,9/19/2019,PRODUCT OF CANADA PILLER'S Salami,$2.99,100,1
testing,9/19/2019,SUMMER FRESH Dips,$3.49,count,1
testing,9/19/2019,COMPLIMENTS Brie Cheese,$2.99,100,1
testing,9/19/2019,"COWS CREAMERY 1, 2 or 3 Year Aged Cheddar Cheese",STARTING AT $7.99,count,1
testing,9/19/2019,"MAESE MIGUEL Manchego, ROCINANTE Iberico or Cabra Cheese",STARTING AT $5.99,count,1
testing,9/19/2019,CONTOUR Next Test Strips - 100 AIR MILES® Bonus Miles,$79.99,count,1
testing,9/19/2019,Children's ADVIL Tablets - 10 AIR MILES® Bonus Miles,$7.99,count,1
testing,9/19/2019,DEPEND or POISE Products - 20 AIR MILES® Bonus Miles,$15.99,count,1
testing,9/19/2019,DIAL Body Wash 473 mL or VASELINE Lotion 295 mL,$3.69,count,1
testing,9/19/2019,DOVE Beauty Bar,$5.00,count,2
testing,9/19/2019,GILLETTE Mach3 or Venus Cartridges,$26.99,count,1
testing,9/19/2019,HERBAL ESSENCES Hair Care - 30 AIR MILES® Bonus Miles,$2.49,count,1
testing,9/19/2019,NICORETTE Gum - 15 AIR MILES® Bonus Miles,$14.99,count,1
testing,9/19/2019,ORAL-B Power Toothbrush,$6.99,count,1
testing,9/19/2019,TYLENOL or MOTRIN Pain Relief Products - 15 AIR MILES® Bonus Miles,$9.99,count,1
testing,9/19/2019,U BY KOTEX Liners,$7.99,count,1
testing,9/19/2019,VEGA One Protein,$49.99,count,1
testing,9/19/2019,BABY GOURMET Purée Pouches,$6.00,count,4
testing,9/19/2019,ENFAMIL A+ Ready to Feed Formula - 10 AIR MILES® Bonus Miles,$49.99,count,1
testing,9/19/2019,HUGGIES Big Pack Pull-Ups - 25 AIR MILES® Bonus Miles,$22.99,count,1
testing,9/19/2019,NESTLÉ Gerber Snacks,$1.99,count,1
testing,9/19/2019,PAMPERS or HUGGIES Super Big Pack Diapers,$17.99,count,1
testing,9/19/2019,Cat Chow Dry Cat Food,$6.99,count,1
testing,9/19/2019,PURINA Beneful Dry Dog Food,$18.99,count,1
testing,9/19/2019,PURINA One Dry Cat Food,$11.99            ea,count,1
testing,9/19/2019,ORGANIC Grape Tomatoes,$3.79,count,1
